"","Min.","1st Qu.","Median","Mean","3rd Qu.","Max.","lwr.ci","upr.ci","dataInput","model","site","groupAge","serotype","year.lamb"
"C1F1.20",0.000121747283182594,0.00751792612231894,0.0129457232243108,0.0152723463014054,0.0206428528937964,0.0923767179754291,0.0150830418603716,0.0154616507424392,"C1F1","TV","KH",5,NA,20
"C1F1.21",9.30413411777131e-05,0.00766633671655192,0.0134277528724361,0.0156832149015727,0.0211647503555215,0.0917262038964894,0.0154901669242927,0.0158762628788528,"C1F1","TV","KH",5,NA,21
"C1F1.22",0.000104586320525901,0.0078828418308011,0.0137919408916754,0.0160693465946705,0.0214542821793313,0.116356898707894,0.0158705545677106,0.0162681386216303,"C1F1","TV","KH",5,NA,22
"C1F1.23",0.000218501004973337,0.00718544261489321,0.0124655178085375,0.0144951877109069,0.0194061483818116,0.084444858385482,0.0143188764975395,0.0146714989242743,"C1F1","TV","KH",5,NA,23
"C1F1.24",3.9335345884961e-05,0.00674732421673305,0.0117213767569186,0.0139311537779708,0.018703265351829,0.0937977300796089,0.0137578383323975,0.0141044692235441,"C1F1","TV","KH",5,NA,24
"C1F1.25",9.38469387596896e-05,0.00672744221525576,0.0116001890248225,0.0135945706537492,0.0182679913277291,0.0836626496940879,0.0134285305406298,0.0137606107668687,"C1F1","TV","KH",5,NA,25
"C1F1.26",6.86551480012509e-05,0.00674944403033886,0.0118915046688401,0.0139651366383765,0.0187485833192332,0.0896978593451032,0.0137894704300699,0.0141408028466831,"C1F1","TV","KH",5,NA,26
"C1F1.27",0.000118961392060801,0.00697007296646657,0.01239637921099,0.0145741706051037,0.0196878871439331,0.0851789498659603,0.0143925793222514,0.014755761887956,"C1F1","TV","KH",5,NA,27
"C1F1.28",0.000175328476234138,0.00731847460524349,0.0128438703426128,0.0153498912582705,0.0208614599326555,0.0814901116308219,0.0151562272655214,0.0155435552510196,"C1F1","TV","KH",5,NA,28
"C1F1.29",9.77497356255963e-05,0.00771928923692222,0.0132894624407999,0.0157797845446252,0.0212612093500676,0.0951948762178695,0.0155851908784987,0.0159743782107517,"C1F1","TV","KH",5,NA,29
"C1F1.30",4.21185634887911e-05,0.00839228202370706,0.0144329061232007,0.0169174695686399,0.0227291440413447,0.0970192252188777,0.0167093269186546,0.0171256122186253,"C1F1","TV","KH",5,NA,30
"C1F1.31",1.91661877019245e-05,0.00936176260494997,0.0162322536503415,0.0190548194954532,0.0255620768243557,0.117209160452611,0.0188209502382576,0.0192886887526487,"C1F1","TV","KH",5,NA,31
"C1F1.32",0.000136536649329888,0.0108679797985037,0.0191118633333367,0.0228302435704635,0.030883835909767,0.146385560048163,0.0225403531846517,0.0231201339562754,"C1F1","TV","KH",5,NA,32
