"","Min.","1st Qu.","Median","Mean","3rd Qu.","Max.","lwr.ci","upr.ci","dataInput","model","site","groupAge","serotype","year.lamb"
"C1F1.22",8.61361964321627e-05,0.0101515353531387,0.0174844209219995,0.0201849797801516,0.0272305984687239,0.126495619462105,0.0199443977325048,0.0204255618277984,"C1F1","TV","HC",5,NA,22
"C1F1.23",0.00032324401551298,0.00954253957185408,0.0163077698050072,0.0188858644985127,0.0253788466726677,0.106601567496057,0.0186615984915814,0.019110130505444,"C1F1","TV","HC",5,NA,23
"C1F1.24",7.75580349413607e-05,0.00867884605686506,0.0151922753443768,0.0176684559580464,0.023934580623152,0.0885425894263913,0.0174534272165037,0.0178834846995891,"C1F1","TV","HC",5,NA,24
"C1F1.25",4.90401508768112e-05,0.0104136830175624,0.0176514815634463,0.0202586565754706,0.0272498369179212,0.118697913656034,0.0200199948482061,0.0204973183027352,"C1F1","TV","HC",5,NA,25
"C1F1.26",5.38642731467975e-05,0.00854359560768861,0.0148492130026252,0.0173539528679073,0.023557707627538,0.119084878031507,0.0171420826060973,0.0175658231297173,"C1F1","TV","HC",5,NA,26
"C1F1.27",8.32012365363788e-05,0.00806280409764026,0.0139408208880263,0.0163082207277448,0.0219911504227432,0.0975982963142544,0.0161093522542909,0.0165070892011987,"C1F1","TV","HC",5,NA,27
"C1F1.28",0.000109897950354987,0.0107238785258124,0.0183996629546248,0.0213306869051659,0.0288326692982808,0.11539118847312,0.0210774487073446,0.0215839251029872,"C1F1","TV","HC",5,NA,28
"C1F1.29",0.000204148000203852,0.0123560332249732,0.0208116219770937,0.0242894864964844,0.0327929315362986,0.140053192648739,0.0240005128722295,0.0245784601207393,"C1F1","TV","HC",5,NA,29
"C1F1.30",7.52563661250427e-05,0.0121500912096005,0.0207145203413863,0.0241699153914234,0.0327322062846084,0.147095990243144,0.0238807690509778,0.0244590617318691,"C1F1","TV","HC",5,NA,30
"C1F1.31",6.05578564232268e-05,0.0122944486179815,0.0209838375454013,0.0244365922250736,0.0331391446816679,0.142043439393702,0.0241447347671759,0.0247284496829713,"C1F1","TV","HC",5,NA,31
